season,last.name,first.name.x,first.name.y,games.played,games.started,minutes,average.minutes,field.goals,field.goal.attempts,two.pointers,two.point.attempts,two.point.prop,three.pointers,three.point.attempts,three.point.prop,free.throws,free.throw.attempts,free.throw.prop,offensive.rebounds,defensive.rebounds,assists,turnovers,blocks,steals,points,average.points,total.rebounds,fouls,foul.outs,jersey,class,height,height.inches,weight,redshirt,city,state,link,prior.school
1990.0,Garner,NA,Dewayne,28.0,3.0,382.0,13.6,57.0,123.0,28.0,51.0,0.5490196078431373,29.0,72.0,0.4027777777777778,24.0,25.0,0.96,5.0,28.0,42.0,NA,0.0,15.0,167.0,6.0,33.0,14.0,0.0,14.0,Junior,6-2,74.0,165,0.0,Chattanooga,Tenn.,http://vcuathletics.com/sports/mbkb/archives/198990_Stats,Hiwassee Junior College
1990.0,Uhle,NA,Craig,28.0,21.0,645.0,23.0,67.0,144.0,66.0,135.0,0.4888888888888889,1.0,9.0,0.1111111111111111,21.0,33.0,0.6363636363636364,42.0,62.0,16.0,NA,8.0,10.0,156.0,5.6,104.0,63.0,3.0,41.0,Junior,6-10,82.0,215,0.0,Fayetteville,Ga.,http://vcuathletics.com/sports/mbkb/archives/198990_Stats,Southern Union State Junior College
1990.0,Brower,NA,NA,26.0,0.0,338.0,13.0,51.0,132.0,16.0,34.0,0.47058823529411764,35.0,98.0,0.35714285714285715,0.0,6.0,0.0,6.0,18.0,33.0,NA,2.0,8.0,137.0,5.3,24.0,26.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198990_Stats,NA
1990.0,Reddish,NA,Bobby,28.0,6.0,523.0,18.7,42.0,92.0,42.0,92.0,0.45652173913043476,0.0,0.0,NaN,38.0,63.0,0.6031746031746031,33.0,42.0,22.0,NA,3.0,21.0,122.0,4.4,75.0,84.0,3.0,44.0,Junior,6-7,79.0,220,0.0,Alexandria,Va.,http://vcuathletics.com/sports/mbkb/archives/198990_Stats,Northeastern Oklahoma A&M Junior College
1990.0,Alford,NA,Eric,24.0,1.0,323.0,13.5,27.0,63.0,27.0,62.0,0.43548387096774194,0.0,1.0,0.0,7.0,17.0,0.4117647058823529,27.0,41.0,16.0,NA,8.0,20.0,61.0,2.5,68.0,44.0,1.0,31.0,Junior,6-6,78.0,200,0.0,Capitol Heights,Md.,http://vcuathletics.com/sports/mbkb/archives/198990_Stats,Crossland
1990.0,Reliford,NA,Katara,9.0,2.0,66.0,7.3,9.0,21.0,9.0,21.0,0.42857142857142855,0.0,0.0,NaN,2.0,2.0,1.0,7.0,8.0,2.0,NA,2.0,1.0,20.0,2.2,15.0,5.0,0.0,33.0,Freshman,6-6,78.0,220,0.0,Cincinnati,Ohio,http://vcuathletics.com/sports/mbkb/archives/198990_Stats,Woodward
1990.0,Whitley,NA,Brian,19.0,0.0,121.0,6.4,9.0,27.0,7.0,21.0,0.3333333333333333,2.0,6.0,0.3333333333333333,6.0,8.0,0.75,3.0,7.0,3.0,NA,0.0,2.0,26.0,1.4,10.0,7.0,0.0,32.0,Junior,6-6,78.0,210,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/198990_Stats,Anderson Junior College
1990.0,Borden,NA,Derek,6.0,0.0,23.0,3.8,0.0,4.0,0.0,4.0,0.0,0.0,0.0,NaN,0.0,2.0,0.0,2.0,1.0,2.0,NA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,35.0,Sophomore,6-5,77.0,200,0.0,Havelock,N.C.,http://vcuathletics.com/sports/mbkb/archives/198990_Stats,Havelock
1991.0,Warren,NA,Kendrick,31.0,30.0,871.0,28.1,204.0,377.0,203.0,369.0,0.5501355013550135,1.0,8.0,0.125,79.0,156.0,0.5064102564102564,103.0,162.0,4.0,51.0,86.0,35.0,488.0,15.7,265.0,95.0,4.0,23.0,Freshman,6-8,80.0,215,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/199091_Stats,Thomas Jefferson
1991.0,Atkins,NA,Eric,31.0,29.0,1006.0,32.5,175.0,362.0,167.0,326.0,0.5122699386503068,8.0,36.0,0.2222222222222222,72.0,122.0,0.5901639344262295,56.0,111.0,80.0,71.0,20.0,29.0,430.0,13.9,167.0,71.0,0.0,45.0,Junior,6-6,78.0,220,0.0,Orlando,Fla.,http://vcuathletics.com/sports/mbkb/archives/199091_Stats,San Jacinto Junior College
1991.0,Lewis,NA,Elander,21.0,9.0,483.0,23.0,81.0,187.0,64.0,144.0,0.4444444444444444,17.0,43.0,0.3953488372093023,33.0,49.0,0.673469387755102,28.0,53.0,44.0,50.0,3.0,32.0,212.0,10.1,81.0,35.0,0.0,4.0,Senior,6-4,76.0,200,0.0,Albany,N.Y.,http://vcuathletics.com/sports/mbkb/archives/199091_Stats,St. John's University
1991.0,Thompkins,NA,Derek,31.0,12.0,542.0,17.5,108.0,229.0,80.0,163.0,0.49079754601226994,28.0,66.0,0.42424242424242425,36.0,39.0,0.9230769230769231,45.0,61.0,26.0,27.0,1.0,13.0,280.0,9.0,106.0,35.0,0.0,5.0,Senior,6-2,74.0,175,0.0,Hopewell,Va.,http://vcuathletics.com/sports/mbkb/archives/199091_Stats,Davis & Elkins College
1991.0,Mills,NA,Sherron,24.0,6.0,378.0,15.8,53.0,93.0,53.0,93.0,0.5698924731182796,0.0,0.0,NaN,24.0,33.0,0.7272727272727273,22.0,72.0,12.0,31.0,30.0,8.0,130.0,5.4,94.0,46.0,1.0,55.0,Sophomore,6-8,80.0,220,0.0,Snow Hill,Md.,http://vcuathletics.com/sports/mbkb/archives/199091_Stats,Chowan Junior College
1991.0,Ladd,NA,Ron,31.0,26.0,747.0,24.1,44.0,113.0,8.0,5.0,1.6,36.0,108.0,0.3333333333333333,32.0,51.0,0.6274509803921569,4.0,45.0,108.0,85.0,1.0,23.0,156.0,5.0,49.0,46.0,2.0,12.0,Freshman,5-10,70.0,165,0.0,Montezuma,Ga.,http://vcuathletics.com/sports/mbkb/archives/199091_Stats,Montezuma
1991.0,Brower,NA,NA,30.0,8.0,444.0,14.8,49.0,118.0,20.0,47.0,0.425531914893617,29.0,71.0,0.4084507042253521,15.0,18.0,0.8333333333333334,8.0,29.0,59.0,52.0,1.0,12.0,142.0,4.7,37.0,57.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199091_Stats,NA
1991.0,Garner,NA,Dewayne,27.0,0.0,301.0,11.1,39.0,95.0,14.0,32.0,0.4375,25.0,63.0,0.3968253968253968,16.0,23.0,0.6956521739130435,5.0,19.0,48.0,40.0,3.0,9.0,119.0,4.4,24.0,18.0,1.0,14.0,Senior,6-2,74.0,165,0.0,Chattanooga,Tenn.,http://vcuathletics.com/sports/mbkb/archives/199091_Stats,Hiwassee
1991.0,Uhle,NA,Craig,31.0,14.0,535.0,17.3,56.0,125.0,56.0,124.0,0.45161290322580644,0.0,1.0,0.0,20.0,30.0,0.6666666666666666,57.0,70.0,15.0,38.0,3.0,9.0,132.0,4.3,127.0,69.0,0.0,41.0,Senior,6-10,82.0,215,0.0,Fayetteville,Ga.,http://vcuathletics.com/sports/mbkb/archives/199091_Stats,Southern Union State Junior College
1991.0,Whitley,NA,Brian,28.0,14.0,384.0,13.7,42.0,105.0,34.0,86.0,0.3953488372093023,8.0,19.0,0.42105263157894735,26.0,39.0,0.6666666666666666,13.0,39.0,26.0,37.0,3.0,23.0,118.0,4.2,52.0,31.0,0.0,32.0,Senior,6-6,78.0,210,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/199091_Stats,Anderson Junior College
1991.0,Bonato,NA,Yann,22.0,3.0,203.0,9.2,29.0,54.0,29.0,50.0,0.58,0.0,4.0,0.0,25.0,42.0,0.5952380952380952,18.0,26.0,28.0,28.0,0.0,3.0,83.0,3.8,44.0,17.0,0.0,34.0,Freshman,6-7,79.0,200,0.0,Antibes,France,http://vcuathletics.com/sports/mbkb/archives/199091_Stats,Southern Wayne
1991.0,Reddish,NA,Bobby,26.0,3.0,266.0,10.2,17.0,47.0,17.0,47.0,0.3617021276595745,0.0,0.0,NaN,27.0,44.0,0.6136363636363636,25.0,30.0,14.0,26.0,5.0,17.0,61.0,2.3,55.0,55.0,1.0,44.0,Senior,6-7,79.0,220,0.0,Alexandria,Va.,http://vcuathletics.com/sports/mbkb/archives/199091_Stats,Northeasten Oklahoma A&M Junior College
1991.0,Weldon,NA,Carl,2.0,1.0,25.0,12.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,NaN,2.0,4.0,0.5,0.0,1.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,24.0,Senior,6-3,75.0,195,0.0,Wasington,D.C.,http://vcuathletics.com/sports/mbkb/archives/199091_Stats,Allen County Community College
1991.0,Pepeliaev,NA,NA,10.0,0.0,26.0,2.6,4.0,7.0,4.0,7.0,0.5714285714285714,0.0,0.0,NaN,1.0,2.0,0.5,2.0,6.0,3.0,7.0,4.0,0.0,9.0,0.9,8.0,7.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199091_Stats,NA
1991.0,Meredith,NA,Thomas,5.0,0.0,13.0,2.6,1.0,2.0,1.0,2.0,0.5,0.0,0.0,NaN,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.8,0.0,0.0,0.0,22.0,Freshman,6-4,76.0,175,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/199091_Stats,Thomas Jefferson
1991.0,Weinstien,NA,NA,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199091_Stats,NA
1992.0,Warren,Kendrick,Kendrick,29.0,29.0,979.0,33.8,229.0,422.0,229.0,421.0,0.5439429928741093,0.0,1.0,0.0,92.0,181.0,0.5082872928176796,101.0,175.0,62.0,98.0,44.0,51.0,550.0,19.0,276.0,90.0,1.0,23.0,Sophomore,6-8,80.0,215,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/199192_Stats,Thomas Jefferson
1992.0,Mills,Sherron,Sherron,29.0,28.0,920.0,31.7,150.0,298.0,149.0,295.0,0.5050847457627119,1.0,3.0,0.3333333333333333,72.0,103.0,0.6990291262135923,75.0,141.0,50.0,83.0,55.0,17.0,373.0,12.0,216.0,78.0,1.0,40.0,Junior,6-8,80.0,220,0.0,Snow Hill,Md.,http://vcuathletics.com/sports/mbkb/archives/199192_Stats,Chowan Junior College
1992.0,Atkins,Eric,Eric,28.0,28.0,922.0,32.9,121.0,257.0,115.0,237.0,0.48523206751054854,6.0,20.0,0.3,58.0,92.0,0.6304347826086957,68.0,99.0,89.0,55.0,2.0,17.0,306.0,10.9,167.0,73.0,3.0,11.0,Senior,6-6,78.0,220,0.0,Orlando,Fla.,http://vcuathletics.com/sports/mbkb/archives/199192_Stats,San Jacinto Junior College
1992.0,Ladd,Ron,Ron,29.0,24.0,787.0,27.1,89.0,238.0,22.0,59.0,0.3728813559322034,67.0,179.0,0.3743016759776536,43.0,62.0,0.6935483870967742,11.0,48.0,60.0,53.0,0.0,25.0,288.0,9.9,59.0,47.0,0.0,12.0,Sophomore,5-10,70.0,165,0.0,Montezuma,Ga.,http://vcuathletics.com/sports/mbkb/archives/199192_Stats,Montezuma
1992.0,Brower,Chris,Chris,29.0,7.0,613.0,21.1,78.0,182.0,21.0,44.0,0.4772727272727273,57.0,138.0,0.41304347826086957,40.0,50.0,0.8,5.0,40.0,45.0,50.0,1.0,21.0,253.0,8.7,45.0,59.0,2.0,21.0,Junior,6-3,75.0,185,0.0,Ft. Walton Beach,Fla.,http://vcuathletics.com/sports/mbkb/archives/199192_Stats,Ft. Walton Beach
1992.0,Weldon,Carl,Carl,28.0,27.0,894.0,31.9,66.0,151.0,42.0,87.0,0.4827586206896552,24.0,64.0,0.375,51.0,71.0,0.7183098591549296,9.0,69.0,98.0,70.0,7.0,52.0,207.0,7.4,78.0,63.0,1.0,24.0,Senior,6-3,75.0,195,0.0,Washinton,D.C.,http://vcuathletics.com/sports/mbkb/archives/199192_Stats,Allen County Community College
1992.0,McCoy,Tyron,Tyron,29.0,2.0,533.0,18.4,62.0,129.0,59.0,123.0,0.4796747967479675,3.0,6.0,0.5,24.0,35.0,0.6857142857142857,51.0,42.0,29.0,31.0,0.0,15.0,151.0,5.2,93.0,42.0,0.0,22.0,Freshman,6-5,77.0,200,0.0,Bethune,S.C.,http://vcuathletics.com/sports/mbkb/archives/199192_Stats,Bethune
1992.0,Callins,Henry,Henry,15.0,0.0,54.0,3.6,6.0,17.0,4.0,11.0,0.36363636363636365,2.0,6.0,0.3333333333333333,2.0,2.0,1.0,5.0,5.0,7.0,7.0,0.0,3.0,16.0,1.1,10.0,3.0,0.0,3.0,Freshman,6-1,73.0,175,0.0,Dothan,Ala.,http://vcuathletics.com/sports/mbkb/archives/199192_Stats,Dothan
1992.0,Pepeliaev,Konstantin,Konstantin,21.0,0.0,110.0,5.2,9.0,23.0,9.0,23.0,0.391304347826087,0.0,0.0,NaN,3.0,7.0,0.42857142857142855,10.0,14.0,3.0,9.0,6.0,2.0,21.0,1.0,24.0,21.0,0.0,50.0,Junior,7-2,86.0,217,0.0,Perm,Soviet Union,http://vcuathletics.com/sports/mbkb/archives/199192_Stats,Lesgaft Institute
1992.0,Ashby,Rodney,Rodney,15.0,0.0,37.0,2.5,3.0,6.0,3.0,6.0,0.5,0.0,0.0,NaN,0.0,0.0,NaN,4.0,5.0,1.0,4.0,0.0,0.0,6.0,0.4,9.0,7.0,0.0,45.0,Sophomore,6-7,79.0,225,0.0,Colonial Heights,Va.,http://vcuathletics.com/sports/mbkb/archives/199192_Stats,Richard Bland Community College
1992.0,Mancuso,NA,NA,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199192_Stats,NA
1993.0,Warren,Kendrick,Kendrick,19.0,19.0,573.0,30.2,142.0,283.0,139.0,268.0,0.5186567164179104,3.0,15.0,0.2,48.0,92.0,0.5217391304347826,58.0,114.0,37.0,47.0,25.0,31.0,335.0,17.6,172.0,48.0,0.0,23.0,Junior,6-8,80.0,215,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/199293_Stats,Thomas Jefferson
1993.0,Mills,Sherron,Sherron,30.0,18.0,902.0,30.1,196.0,348.0,196.0,343.0,0.5714285714285714,0.0,5.0,0.0,70.0,100.0,0.7,79.0,174.0,50.0,56.0,49.0,22.0,462.0,15.4,253.0,70.0,2.0,40.0,Senior,6-8,80.0,220,0.0,Snow Hill,Md.,http://vcuathletics.com/sports/mbkb/archives/199293_Stats,Snow Hill (Chowan Junior College)
1993.0,McCoy,Tyron,Tyron,30.0,30.0,939.0,31.3,174.0,330.0,132.0,233.0,0.5665236051502146,42.0,97.0,0.4329896907216495,36.0,60.0,0.6,68.0,79.0,56.0,48.0,7.0,44.0,426.0,14.2,147.0,61.0,0.0,22.0,Sophomore,6-5,77.0,200,0.0,Bethune,S.C.,http://vcuathletics.com/sports/mbkb/archives/199293_Stats,Bethune
1993.0,Harris,Kenny,Kenny,30.0,30.0,922.0,30.7,110.0,260.0,50.0,105.0,0.47619047619047616,60.0,155.0,0.3870967741935484,58.0,89.0,0.651685393258427,13.0,74.0,188.0,89.0,3.0,33.0,339.0,11.3,87.0,74.0,0.0,12.0,Junior,6-1,73.0,180,0.0,Petersburg,Va.,http://vcuathletics.com/sports/mbkb/archives/199293_Stats,Petersburg (North Carolina)
1993.0,Gibson,Terrance,Terrance,30.0,22.0,715.0,23.8,80.0,192.0,47.0,107.0,0.4392523364485981,33.0,85.0,0.38823529411764707,32.0,48.0,0.6666666666666666,40.0,64.0,97.0,52.0,12.0,49.0,225.0,7.5,104.0,71.0,2.0,4.0,Junior,6-3,75.0,190,0.0,Columbia,S.C.,http://vcuathletics.com/sports/mbkb/archives/199293_Stats,Keenan (Imperial Valley Junior College)
1993.0,Brower,Chris,Chris,30.0,7.0,480.0,16.0,62.0,159.0,8.0,22.0,0.36363636363636365,54.0,137.0,0.39416058394160586,14.0,21.0,0.6666666666666666,11.0,25.0,42.0,28.0,1.0,17.0,192.0,6.4,36.0,40.0,0.0,21.0,Senior,6-3,75.0,185,0.0,Ft. Walton Beach,Fla.,http://vcuathletics.com/sports/mbkb/archives/199293_Stats,Ft. Walton Beach
1993.0,Kissourine,Eugene,Eugene,30.0,23.0,722.0,24.1,69.0,147.0,60.0,119.0,0.5042016806722689,9.0,28.0,0.32142857142857145,34.0,66.0,0.5151515151515151,69.0,103.0,36.0,50.0,21.0,22.0,181.0,6.0,172.0,87.0,4.0,42.0,Junior,6-9,81.0,215,0.0,St. Petersburg,Russia,http://vcuathletics.com/sports/mbkb/archives/199293_Stats,Lesgaft Institute
1993.0,Hargett,Mike,Mike,23.0,1.0,290.0,12.6,32.0,100.0,15.0,43.0,0.3488372093023256,17.0,57.0,0.2982456140350877,20.0,25.0,0.8,12.0,20.0,37.0,33.0,0.0,10.0,101.0,4.4,32.0,36.0,0.0,11.0,Senior,5-11,71.0,165,0.0,Highland Springs,Va.,http://vcuathletics.com/sports/mbkb/archives/199293_Stats,Highland Springs (George Mason)
1993.0,Washington,Kareem,Kareem,25.0,0.0,225.0,9.0,23.0,48.0,22.0,47.0,0.46808510638297873,1.0,1.0,1.0,12.0,19.0,0.631578947368421,14.0,19.0,10.0,20.0,0.0,12.0,59.0,2.4,33.0,33.0,0.0,24.0,Sophomore,6-5,77.0,190,0.0,Lansing,Mich.,http://vcuathletics.com/sports/mbkb/archives/199293_Stats,Sexton (Polk Community College)
1993.0,Mount,Rich,Rich,10.0,0.0,26.0,2.6,4.0,11.0,4.0,11.0,0.36363636363636365,0.0,0.0,NaN,6.0,6.0,1.0,4.0,1.0,2.0,2.0,0.0,4.0,14.0,1.4,5.0,3.0,0.0,10.0,Junior,6-4,76.0,195,0.0,Lebanon,Ind.,http://vcuathletics.com/sports/mbkb/archives/199293_Stats,Lebanon (Purdue)
1993.0,Ashby Rodney,NA,NA,23.0,0.0,195.0,8.5,13.0,27.0,13.0,27.0,0.48148148148148145,0.0,0.0,NaN,3.0,12.0,0.25,17.0,30.0,7.0,11.0,0.0,1.0,29.0,1.3,47.0,25.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199293_Stats,NA
1993.0,Barnes,James,NA,4.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,NaN,0.0,0.0,NaN,0.0,1.0,0.0,2.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199293_Stats,NA
1993.0,Mobley,Alvin,Alvin,10.0,0.0,49.0,4.9,2.0,12.0,2.0,11.0,0.18181818181818182,0.0,1.0,0.0,3.0,4.0,0.75,4.0,7.0,4.0,10.0,4.0,3.0,7.0,0.7,11.0,10.0,0.0,25.0,Junior,6-9,81.0,200,0.0,Rochester,N.Y.,http://vcuathletics.com/sports/mbkb/archives/199293_Stats,Benjamin Franklin (Alfred State)
1993.0,Osborne,Bob,Bob,8.0,0.0,13.0,1.6,1.0,3.0,1.0,3.0,0.3333333333333333,0.0,0.0,NaN,2.0,4.0,0.5,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.5,3.0,2.0,0.0,33.0,Junior,6-8,80.0,225,0.0,Birmingham,Ala.,http://vcuathletics.com/sports/mbkb/archives/199293_Stats,John Carroll (Trinity Valley Community College)
1993.0,Konstantin,Pepelia,NA,7.0,0.0,20.0,2.9,0.0,4.0,0.0,4.0,0.0,0.0,0.0,NaN,1.0,2.0,0.5,2.0,4.0,1.0,3.0,2.0,3.0,1.0,0.1,6.0,3.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199293_Stats,NA
1994.0,Warren,Kendrick,Kendrick,27.0,27.0,889.0,32.9,195.0,366.0,193.0,362.0,0.5331491712707183,2.0,4.0,0.5,93.0,195.0,0.47692307692307695,113.0,223.0,54.0,78.0,59.0,41.0,485.0,18.0,336.0,90.0,4.0,23.0,Senior,6-8,80.0,225,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/199394_Stats,Thomas Jefferson
1994.0,McCoy,Tyron,Tyron,27.0,27.0,932.0,34.5,137.0,320.0,98.0,175.0,0.56,39.0,145.0,0.2689655172413793,111.0,134.0,0.8283582089552238,42.0,87.0,61.0,76.0,7.0,40.0,424.0,15.7,129.0,59.0,1.0,22.0,Junior,6-5,77.0,200,0.0,Bethune,S.C.,http://vcuathletics.com/sports/mbkb/archives/199394_Stats,Bethune
1994.0,Harris,Kenny,Kenny,27.0,27.0,926.0,34.3,130.0,325.0,40.0,97.0,0.41237113402061853,90.0,228.0,0.39473684210526316,62.0,75.0,0.8266666666666667,14.0,56.0,164.0,105.0,1.0,31.0,412.0,15.3,70.0,68.0,1.0,12.0,Senior,6-1,73.0,185,0.0,Petersburg,Va.,http://vcuathletics.com/sports/mbkb/archives/199394_Stats,North Carolina
1994.0,Gibson,Terrance,Terrance,27.0,27.0,868.0,32.1,112.0,265.0,63.0,137.0,0.45985401459854014,49.0,128.0,0.3828125,59.0,84.0,0.7023809523809523,58.0,72.0,73.0,59.0,6.0,38.0,332.0,12.3,130.0,82.0,7.0,4.0,Senior,6-3,75.0,190,0.0,Columbia,S.C.,http://vcuathletics.com/sports/mbkb/archives/199394_Stats,Imperial Valley Junior College
1994.0,Ashby,Rodney,Rodney,27.0,27.0,651.0,24.1,79.0,150.0,78.0,149.0,0.5234899328859061,1.0,1.0,1.0,18.0,34.0,0.5294117647058824,52.0,66.0,34.0,59.0,7.0,21.0,177.0,6.6,118.0,70.0,1.0,45.0,Senior,6-8,80.0,225,0.0,Colonial Heights,Va.,http://vcuathletics.com/sports/mbkb/archives/199394_Stats,Richard Bland Community College
1994.0,Byrd,George,George,23.0,0.0,298.0,13.0,41.0,68.0,41.0,68.0,0.6029411764705882,0.0,0.0,NaN,23.0,35.0,0.6571428571428571,31.0,53.0,12.0,24.0,8.0,8.0,105.0,4.6,84.0,39.0,0.0,32.0,Freshman,6-7,79.0,245,0.0,Gainsville,Fla.,http://vcuathletics.com/sports/mbkb/archives/199394_Stats,Eastside
1994.0,Washington,Kareem,Kareem,27.0,0.0,432.0,16.0,33.0,82.0,28.0,64.0,0.4375,5.0,18.0,0.2777777777777778,18.0,25.0,0.72,29.0,23.0,23.0,32.0,5.0,12.0,89.0,3.3,52.0,51.0,0.0,24.0,Junior,6-5,77.0,185,0.0,Lansing,Mich.,http://vcuathletics.com/sports/mbkb/archives/199394_Stats,Polk Community College
1994.0,Jackson,Marc,Marc,22.0,0.0,276.0,12.5,23.0,52.0,23.0,52.0,0.4423076923076923,0.0,0.0,NaN,12.0,21.0,0.5714285714285714,16.0,51.0,9.0,14.0,14.0,4.0,58.0,2.6,67.0,35.0,0.0,25.0,Freshman,6-9,81.0,260,0.0,Philadelphia,Pa.,http://vcuathletics.com/sports/mbkb/archives/199394_Stats,Roman Catholic
1994.0,Davis,Keith,Keith,21.0,0.0,102.0,4.9,4.0,20.0,3.0,10.0,0.3,1.0,10.0,0.1,5.0,8.0,0.625,3.0,6.0,16.0,20.0,0.0,3.0,14.0,0.7,9.0,9.0,0.0,3.0,Freshman,6-4,76.0,175,0.0,Washington,D.C.,http://vcuathletics.com/sports/mbkb/archives/199394_Stats,Anacostia
1994.0,Chaney,David,David,6.0,0.0,7.0,1.2,2.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,NaN,1.0,1.0,1.0,6.0,0.0,1.0,7.0,0.7,2.0,0.0,0.0,10.0,Freshman,6-5,77.0,185,0.0,Temple Hills,Md.,http://vcuathletics.com/sports/mbkb/archives/199394_Stats,Canterbury Prep
1994.0,Osborne,Bob,Bob,8.0,0.0,41.0,5.1,1.0,5.0,1.0,5.0,0.2,0.0,0.0,NaN,1.0,2.0,0.5,6.0,2.0,1.0,6.0,0.0,1.0,3.0,0.4,8.0,11.0,0.0,33.0,Senior,6-8,80.0,225,0.0,Birmingham,Ala.,http://vcuathletics.com/sports/mbkb/archives/199394_Stats,Trinity Valley Junior College
1994.0,Cerqueira,John,John,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Freshman,6-2,74.0,175,0.0,Georgetown,Ind.,http://vcuathletics.com/sports/mbkb/archives/199394_Stats,Floyd Central
1994.0,Bostian,Greg,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199394_Stats,NA
1994.0,Dickerson,William,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199394_Stats,NA
1994.0,Barnes,James,James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,Sophomore,6-3,75.0,180,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/199394_Stats,Varnia
1995.0,McCoy,Tyron,NA,30.0,30.0,1030.0,34.3,152.0,361.0,0.0,0.0,NaN,152.0,361.0,0.42105263157894735,92.0,120.0,0.7666666666666667,47.0,58.0,84.0,96.0,10.0,47.0,455.0,15.2,105.0,67.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199495_Stats,NA
1995.0,Hopkins,Benard,NA,30.0,30.0,896.0,29.9,172.0,294.0,172.0,292.0,0.589041095890411,0.0,2.0,0.0,68.0,117.0,0.5811965811965812,101.0,153.0,66.0,87.0,17.0,40.0,412.0,13.7,254.0,95.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199495_Stats,NA
1995.0,Byrd,George,NA,30.0,29.0,904.0,30.1,137.0,235.0,136.0,233.0,0.5836909871244635,1.0,2.0,0.5,52.0,117.0,0.4444444444444444,89.0,129.0,28.0,78.0,27.0,24.0,327.0,10.9,218.0,90.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199495_Stats,NA
1995.0,Hamilton,Sherman,NA,30.0,30.0,962.0,32.1,89.0,235.0,39.0,92.0,0.42391304347826086,50.0,143.0,0.34965034965034963,33.0,54.0,0.6111111111111112,23.0,81.0,147.0,112.0,9.0,45.0,261.0,8.7,104.0,64.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199495_Stats,NA
